keywords,len
Data envelopment analysis,3
Indian pharmaceutical industry,3
Malmquist index,2
Productivity,1
Efficiency,1
Indian patent act,3
RD,1
C02,1
C61,1
D24,1
L65,1
RESEARCHANDDEVELOPMENT,1
DATA ENVELOPMENT ANALYSIS,3
TECHNICAL PROGRESS,2
EFFICIENCY CHANGE,2
GROWTH,1
TRADE,1
DECOMPOSITION,1
SPILLOVERS,1
INVESTMENT,1
RESOURCE,1
Regional technology innovation,3
intercity technology innovation network,4
Yangtze River Delta,3
RESEARCHANDDEVELOPMENT,1
KNOWLEDGE SPILLOVERS,2
EXTERNALITIES,1
CONVERGENCE,1
PATENTS,1
GROWTH,1
CITY,1
BUZZ,1
carcinoid heart disease,3
contrast echocardiography,2
neuroendocrine tumour,2
patent foramen ovale,3
percutaneous closure,2
DEVICE,1
Antimicrobial peptide AMP,3
Antiviral peptide AVP,3
Peptidomimetics,1
Patents,1
ANTIMICROBIAL PEPTIDES,2
ENVELOPED VIRUSES,2
ENTRY INHIBITORS,2
GROWTHHORMONE,1
HIV1,1
PHARMACOKINETICS,1
ENFUVIRTIDE,1
TELAPREVIR,1
LOPINAVIRRITONAVIR,1
PEPTIDOMIMETICS,1
Asthma,1
COPD,1
inhalers,1
Scottish NHS,2
expenditure,1
reforms,1
drug utilisation,2
PROTON PUMP INHIBITORS,3
FLUTICASONE PROPIONATE,2
COPD,1
INITIATIVES,1
SALMETEROL,1
MANAGEMENT,1
DEVICES,1
IMPACT,1
MEDICATIONS,1
EFFICIENCY,1
Malaria treatment,2
Patent and proprietary medicine vendors,5
Diagnosis,1
Rapid diagnostic tests,3
,1
,1
,1
Knowledgebased entrepreneurship,2
Patents,1
Spinoffs,1
University,1
TECHNOLOGYTRANSFER OFFICES,2
UNIVERSITY TECHNOLOGY,2
PUBLIC RESEARCH,2
ACADEMIC ENTREPRENEURSHIP,2
PERFORMANCE,1
POLICY,1
SCIENTISTS,1
SPILLOVERS,1
COMPANIES,1
IMPACT,1
counterfeiting,1
criminal liability,2
drugs,1
superpotent,1
toxic,1
,1
3D printing,2
Additive manufacturing AM,3
Ethics of technology,3
Intellectual property,2
Safety,1
,1
,1
CORPORATE GOVERNANCE,2
KNOWLEDGE SPILLOVERS,2
LARGE SHAREHOLDERS,2
STOCK LIQUIDITY,2
PATENT RIGHTS,2
MARKET,1
INVESTMENT,1
PERFORMANCE,1
COMPETITION,1
OWNERSHIP,1
,1
AMERICAN ENGLISH,2
BRAND NAMES,2
WORDLENGTH,1
LAW,1
LANGUAGE,1
PATENTS,1
private property protection,3
quantile regression,2
economic growth,2
Intellectual property rights,3
QUANTILE REGRESSION,2
PATENT PROTECTION,2
INTERNATIONALTRADE,1
INNOVATION,1
COUNTRIES,1
FLOWS,1
LAWS,1
FDI,1
,1
,1
Intellectual property,2
Pandemic,1
Patents,1
Regulatory Framework,2
,1
,1
ERADICATION,1
,1
DETERMINANTS,1
LANDSCAPE,1
ORIGINS,1
IMPACT,1
GROWTH,1
SHOCKS,1
WEST,1
,1
STATUTORY INTERPRETATION,2
INTELLECTUAL PROPERTY,2
LEGAL DOCTRINE,2
DECISIONS,1
HISTORY,1
trade policy,2
health policy,2
progressive neoliberalism,2
investment law,2
drug policy,2
,1
,1
INFORMATION,1
COMPETITION,1
BIAS,1
International law,2
political economy,2
international transitional administration ITA,4
agriculture,1
Kosovo,1
Iraq,1
LAW,1
,1
,1
AI personhood,2
artificial intelligence,2
DABUS,1
inventorship,1
patent,1
,1
,1
RESEARCHANDDEVELOPMENT,1
DEVELOPMENT INVESTMENT,2
FINANCIAL CONSTRAINTS,2
ECONOMIC CONSEQUENCES,2
ENTREPRENEURIAL STATE,2
MARKET VALUATION,2
AGENCY COSTS,2
OWNERSHIP,1
LAW,1
COMPETITION,1
Appropriation strategy,2
counterfeit,1
intellectual property rights,3
litigation,1
value capturing,2
RESEARCHANDDEVELOPMENT,1
STRATEGIES,1
PATENTS,1
compulsory licensing,2
competition in pharmaceutical industry,4
drugs,1
PESTanalysis,1
COMPETITION,1
Renewable energy promotion,3
Feedin tariffs,2
Innovation,1
ENVIRONMENTALPOLICY INSTRUMENTS,2
TECHNICAL CHANGE,2
COUNT DATA,2
DIFFUSION,1
US,1
SUPPORT,1
MODELS,1
Professors privilege,2
Sweden,1
Science policy history,3
University patents,2
Academic entrepreneurship,2
MORAL ECONOMY,2
BASIC RESEARCH,2
SCIENCE,1
WAR,1
CONSTRUCTION,1
ROAD,1
Remanufacturing,1
Patented product,2
Fixedfee licensing,2
Royalty licensing,2
Game theory,2
RESEARCHANDDEVELOPMENT,1
TAKEBACK,1
COMPETITION,1
STRATEGY,1
CONTRACTS,1
CHANNEL,1
MARKET,1
PRODUCTS,1
,1
,1
innovation,1
patents,1
institutions,1
economic growth,2
Germany,1
BERLIN STOCKEXCHANGE,2
SLAVETRADE,1
GROWTH,1
TECHNOLOGY,1
COUNTRIES,1
GEOGRAPHY,1
ORIGINS,1
CULTURE,1
FINANCE,1
MARKET,1
Urban Cooperative Innovation Network,4
Dynamic Evolution,2
Invention Patents,2
GuangdongHong KongMacao Greater Bay Area,5
IMPACT,1
,1
SUIT INJUNCTIONS,2
alternative dispute resolution,3
cyberspace,1
intellectual property,2
arbitration,1
,1
,1
HEDONIC ADAPTATION,2
ECONOMICANALYSIS,1
LAW,1
WHEELCHAIRS,1
INNOVATION,1
HISTORY,1
POLICY,1
RIGHTS,1
WORLD,1
REHABILITATION,1
Human right,2
Intellectual Property,2
Health Right,2
Right to Life,3
Patents,1
,1
,1
INTELLECTUAL PROPERTY,2
COPYRIGHT INFRINGEMENT,2
PROTECTION,1
PATENT,1
RULES,1
Copyright,1
Design right,2
EU law,2
Patents,1
Small and mediumsized enterprises,4
Trade marks,2
Unfair competition,2
,1
ayahuasca,1
DMT,1
epistemic injustice,2
indigenous rights,2
psychedelics,1
BETACARBOLINE ALKALOIDS,2
POSTTRAUMATICSTRESSDISORDER,1
INVITRO,1
RECURRENT DEPRESSION,2
PSYCHOTHERAPY,1
PSILOCYBIN,1
RESISTANT,1
EFFICACY,1
PLANTS,1
PHARMACOLOGY,1
,1
BAYHDOLE ACT,2
PHARMACEUTICALINDUSTRY,1
INNOVATION,1
GOVERNMENT,1
PATENTS,1
ORIGINS,1
PRICES,1
ROLES,1
Pharmaceutical market,2
COVID19,1
medications,1
patent protection,2
parallel imports,2
medical law,2
,1
Amarked,1
enamel,1
English porcelain,2
hybrid,1
hard paste,2
ONSITE RAMAN,2
VISCOUS BEHAVIOR,2
CERAMIC PATENT,2
YELLOW PIGMENT,2
LEADTIN,1
IDENTIFICATION,1
SILICATE,1
TEMPERATURE,1
DISORDER,1
GLASS,1
spacecraft,1
vacuum chamber,2
thermal vacuum tests,3
capacitive aspiration system,3
dust control of the spacecraft s own external atmosphere,9
,1
Knee osteoartrhitis,2
Patented crystalline glucosamine sulfate,4
Symptomatic slowacting drugs for osteoarthritis,5
Algorithm,1
NONSTEROIDAL ANTIINFLAMMATORY DRUGS,3
QUALITYOFLIFE,1
CRYSTALLINE GLUCOSAMINE SULFATE,3
CHONDROITIN SULFATE,2
DOUBLEBLIND,1
EUROPEANSOCIETY,1
ECONOMICASPECTS,1
INSULINRESISTANCE,1
ORAL GLUCOSAMINE,2
SETTING TRIALS,2
crime against humanity,3
deportation,1
genocide,1
migration,1
,1
,1
MG SUBCUTANEOUS INJECTIONS,3
GLATIRAMER ACETATE,2
PILOT,1
COMPARE,1
EVERY,1
,1
,1
Q55,1
Q58,1
O34,1
O38,1
Innovation,1
regional analysis,2
renewable energy technologies RET,4
energy security,2
governmental policy,2
RESEARCHANDDEVELOPMENT,1
ENVIRONMENTAL INNOVATION,2
SOCIAL ACCEPTANCE,2
WIND POWER,2
SPILLOVERS,1
PATENTS,1
FIRMS,1
PRODUCTIVITY,1
EXPLORATION,1
PERFORMANCE,1
Innovation,1
Research productivity,2
Open science,2
Intellectual property,2
Patents,1
Research incentives,2
Publicprivate partnerships,2
Networks,1
BAYHDOLE ACT,2
CUMULATIVE INNOVATION,2
ECONOMICGROWTH,1
PATENTS,1
CREATIVITY,1
UNIVERSITIES,1
KNOWLEDGE,1
INDUSTRY,1
IMPACT,1
COLLABORATION,1
Farmers rights,2
Right to traditional agricultural knowledge,5
FAO Treaty 2004,3
Plant variety law,3
Malaysia,1
,1
,1
CONGENITAL HEARTDISEASE,2
SMOOTHMUSCLECELLS,1
GENES,1
EXPRESSION,1
ENDOTHELIN,1
FORM,1
Proprietary Information,2
Bank loan fee structure,4
Competitive bid option CBO,4
G21,1
G28,1
G32,1
INNOVATION,1
CREDIT,1
INVESTMENT,1
INCENTIVES,1
MARKET,1
LINES,1
,1
HEALTHCARE ACCESS,2
CLINICALTRIALS,1
MINORITY PARTICIPATION,2
SERVICES,1
FILIPINO,1
CHINESE,1
BURDEN,1
Compulsory license,2
Copyright,1
Patent,1
Right to health,3
Right to information,3
,1
infringement disputes,2
innovation investment persistence,3
intellectual property protection,3
PATENT PROTECTION,2
RIGHTS,1
J24,1
J63,1
G33,1
O31,1
O32,1
PRODUCTIVITY,1
ALLOCATION,1
AGREEMENTS,1
INNOVATION,1
ECONOMICS,1
MOBILITY,1
LAWS,1
Microneedles,1
Photolithography,1
Polymer,1
Enzymes,1
Electrochemistrya,1
ARRAY FABRICATION,2
DRUGDELIVERY,1
FLUID,1
Material transfer agreement,3
MTA,1
Open science,2
Scientific material sharing,3
Repository,1
Academic competition,2
TECHNOLOGYTRANSFER OFFICES,2
INTELLECTUAL PROPERTYRIGHTS,2
BAYHDOLE ACT,2
SCIENTIFICKNOWLEDGE,1
UNIVERSITY,1
COMMERCIALIZATION,1
INNOVATION,1
PATENTS,1
ECONOMICS,1
POLICY,1
,1
LIFECYCLE,1
MATRIX COMPOSITES,2
PATENT DATA,2
STEREOLITHOGRAPHY,1
FABRICATION,1
PARAMETERS,1
,1
RESEARCHANDDEVELOPMENT,1
TORT REFORM,2
IMPACT,1
STANDARDS,1
Trademarks,1
trademarking motives,2
industrial organisation,2
innovation,1
entrepreneurship,1
MARKS,1
LAW,1
PERFORMANCE,1
INDICATOR,1
NECESSITY,1
INSIGHTS,1
PATENTS,1
PRODUCT,1
Antitrust,1
Competition policy,2
Innovation,1
Mergers,1
Most favoured nation clause,4
State aid,2
PATENT CITATIONS,2
INNOVATION,1
SPILLOVERS,1
SCHUMPETER,1
universality,1
power laws,2
urban indicators,2
scaling laws,2
urban scaling,2
POWER LAWS,2
CITY SIZE,2
CITIES,1
DIVERSITY,1
GROWTH,1
INNOVATION,1
LIFE,1
Pollution emission,2
Cleaner production,2
Sulfur dioxide,2
Firm heterogeneity,2
Porter effect,2
ENVIRONMENTALREGULATION,1
INTERMEDIATE INPUTS,2
KUZNETS CURVE,2
GROWTH,1
CONSEQUENCES,1
ENFORCEMENT,1
ABATEMENT,1
INDUSTRY,1
,1
INNOVATION,1
,1
,1
Arbitration,1
ADR,1
theatre,1
business,1
politics,1
culture,1
Georgian,1
Sheridan,1
THEATER,1
TRIPS Agreement,2
patents,1
regulatory approval,2
innovation incentives,2
COVID19 vaccines,2
compulsory licensing,2
national security,2
LESSONS,1
TRIPS,1
,1
US PATENT,2
TAKEUP,1
COST,1
TOO,1
Patent intelligence,2
Circular economy,2
Green transition,2
,1
Innovation cooperation,2
Copatent applications,2
Structural heterogeneity,2
Ruralurban dichotomy,2
International borders,2
Knowledge networks,2
RESEARCHANDDEVELOPMENT,1
KNOWLEDGE TRANSFER,2
NETWORKS,1
PROXIMITY,1
GEOGRAPHY,1
PATTERNS,1
GRAVITY,1
COUNTRIES,1
SCIENCE,1
GERMAN,1
vaccine injury,2
vaccine liability,2
vaccine hesitancy,2
autism,1
causation,1
zombie idea,2
public health,2
LAW,1
IMPLEMENTATION,1
HESITANCY,1
ANT,1
,1
INTELLECTUAL PROPERTY,2
HISTORY,1
TECHNOLOGY,1
PATENT,1
BIOTECHNOLOGY,1
INVENTIONS,1
RETHINKING,1
access to medicine,3
ChinaUS trade disputes,3
regulatory exclusivities,2
undisclosed test data,3
TRIPS Agreement,2
,1
,1
BAYHDOLE ACT,2
UNITEDSTATES,1
PATENT POLICY,2
DEVELOPMENT LABORATORIES,2
DEVELOPMENT AGREEMENTS,2
INTELLECTUAL PROPERTY,2
RESEARCH INSTITUTES,2
TRANSFER OFFICES,2
GOVERNANCE MODE,2
UNIVERSITY,1
incubators,1
patents,1
innovation,1
forward citations,2
licensing,1
BAYHDOLE ACT,2
PATENT QUALITY,2
LIFE SCIENCES,2
IVORY TOWER,2
TECHNOLOGY,1
DIVERSIFICATION,1
RESOURCES,1
IMPACT,1
COMMERCIALIZATION,1
CAPABILITIES,1
Judges opinions,2
lawyers opinions,2
genomic era laws,3
genetic data misuse,3
genetic discrimination,2
gene editing,2
genebase crime prevention,3
PUBLIC VIEWS,2
ATTITUDES,1
KNOWLEDGE,1
DISORDERS,1
COURTROOM,1
LITERACY,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
FREETRADE AGREEMENTS,2
PATENT PROTECTION,2
PLUS AGREEMENTS,2
ACCESS,1
DECLARATION,1
GOVERNANCE,1
POLICY,1
Institutional investors communication,3
green innovation,2
investors green activism,3
green governance,2
JEL,1
C78,1
G23,1
G34,1
O31,1
O33,1
RESEARCHANDDEVELOPMENT,1
GOVERNANCE,1
PERFORMANCE,1
ENVIRONMENT,1
OWNERSHIP,1
Science Parks,2
Innovation,1
Growth,1
RD investments,2
TECHNOLOGYBASED FIRMS,2
INCUBATORS,1
PATENTS,1
PATTERNS,1
PROFITS,1
IMPACT,1
LEVEL,1
MODEL,1
Patent rights,2
Indian pharmaceutical industry,3
RD intensity,2
TRIPS,1
Innovation and invention,3
Processes and incentives,3
Management of technological innovation and RD,6
Chemicals,1
Drugs,1
Biotechnology,1
DEVELOPMENT INVESTMENT,2
CAPITAL STRUCTURE,2
CASH FLOW,2
DEVELOPINGCOUNTRIES,1
PRICE REGULATION,2
MARKETSTRUCTURE,1
DETERMINANTS,1
TECHNOLOGY,1
INNOVATION,1
PERFORMANCE,1
Informal intellectual property,3
Information asymmetries,2
Unpublished technical information,3
Innovation,1
Intellectual property strategy,3
TRADE SECRETS,2
EXECUTIVE MIGRATION,2
INNOVATION EVIDENCE,2
PATENTS,1
LAW,1
KNOWLEDGE,1
RENEGOTIATION,1
PROPERTY,1
MOBILITY,1
LOCALIZATION,1
,1
INTELLECTUAL PROPERTY,2
TRADE SECRETS,2
LAW,1
INFORMATION,1
PROTECTION,1
KNOWLEDGE,1
ECONOMICS,1
COPYRIGHT,1
CONTRACT,1
Intellectual property rights protection,4
Panel data,2
Asian developing countries,3
Patent law,2
F42,1
K42,1
O34,1
O38,1
O57,1
INTERNATIONALTRADE,1
STRATEGIC MANAGEMENT,2
PATENT MANAGEMENT,2
ECONOMICGROWTH,1
IMPACT,1
INNOVATION,1
INVESTMENT,1
ENFORCEMENT,1
TECHNOLOGY,1
STRENGTH,1
Advertising,1
biosimilars,1
competition,1
Italy,1
public tenders,2
scientific information,2
,1
,1
COMPARATIVE EFFICACY,2
UNITEDSTATES,1
VENOUS THROMBOEMBOLISM,2
PRICECOMPETITION,1
BRAND LOYALTY,2
HEALTH,1
INNOVATION,1
INFORMATION,1
COST,1
PROMOTION,1
zeropoint energy,2
quantum vacuum,2
vacuum energy,2
detailed balance,2
casimir cavity,2
stochastic electrodynamics,2
GROUNDSTATE,1
2ND LAW,2
QUANTUM,1
NOISE,1
EMISSION,1
HEAT,1
Coinvention,1
Collaboration,1
Network analysis,2
Preferential attachment,2
Small world,2
Community structure,2
INTERNATIONAL COLLABORATION,2
SPATIAL ASSOCIATION,2
PATTERNS,1
INDICATORS,1
INNOVATORS,1
EVOLUTION,1
DYNAMICS,1
GROWTH,1
JAPAN,1
abnormal returns,2
market value spillovers,3
mergers and acquisitions,3
resourcebased view,2
technological signaling,2
RESEARCHANDDEVELOPMENT,1
RESOURCEBASED VIEW,2
HORIZONTAL MERGERS,2
INDUSTRY SHOCKS,2
ACQUIRING FIRMS,2
IMPACT,1
RIVALS,1
RETURNS,1
STOCK,1
COMPETITION,1
intellectual property,2
copyright,1
patent law,2
invention in medicine,3
largescale invasion,2
,1
technology transfer,2
institutional policies,2
university bylaws,2
TECHNOLOGYTRANSFER OFFICES,2
INDUSTRY,1
IMPACT,1
COMMERCIALIZATION,1
PERFORMANCE,1
INCENTIVES,1
TYPOLOGY,1
Europe,1
ICT firms,2
Mergers and acquisitions,3
Patents,1
Organizational learning,2
ABSORPTIVECAPACITY,1
TECHNOLOGICAL CAPABILITY,2
FIRM PERFORMANCE,2
MODERATING ROLE,2
ACQUISITIONS,1
INNOVATION,1
EXPLORATION,1
ADVANTAGE,1
PORTFOLIO,1
CREATION,1
Environmental regulation,2
Green technological innovation,3
Moderating effect,2
Transformation rate of innovation,4
achievements,1
Heterogeneity,1
RESEARCHANDDEVELOPMENT,1
PORTER HYPOTHESIS,2
NATURAL EXPERIMENT,2
EMPIRICALANALYSIS,1
ECOINNOVATION,1
CHINA,1
PROTECTION,1
VOLUNTARY,1
COMPETITIVENESS,1
PERFORMANCE,1
acquisitions,1
contracts,1
technology ventures,2
innovation disclosure,2
adverse selection,2
RESEARCHANDDEVELOPMENT,1
ADVERSE CHANGE CLAUSES,3
JOINTVENTURES,1
MERGERS,1
MARKET,1
FIRMS,1
PERFORMANCE,1
SELECTION,1
EARNOUTS,1
INFORMATION,1
Path dependence,2
Intellectual property rights,3
Kenya,1
Counterfeit,1
ANTIMALARIALDRUG QUALITY,2
PUBLICHEALTH,1
PATH DEPENDENCE,2
AFRICA,1
MEDICINES,1
POLITICS,1
PATENTS,1
ACCESS,1
Energy use intensity,3
Pollution emission intensity,3
Differenceindifference,1
Vertical monitoring,2
Commandandcontrol environmental regulation,3
AIR ACT AMENDMENTS,3
POLLUTION,1
ENFORCEMENT,1
QUALITY,1
INNOVATION,1
DYNAMICS,1
INDUSTRY,1
POLICIES,1
IMPACTS,1
LAW,1
,1
,1
Artemisininbased combination therapy,3
Preference for ACT,3
Healthcare providers,2
VENDORS,1
MALARIA,1
Foreign suppliers,2
Corporate innovation,2
International knowledge transfer,3
Uncertain risk,2
CORPORATE,1
PERFORMANCE,1
INVESTMENT,1
KNOWLEDGE,1
knowledge production,2
useful knowledge,2
research usefulness,2
research valorization,2
knowledge cognitive proximity,3
PRODUCTIVE INTERACTIONS,2
TRIPLEHELIX,1
SCIENCE,1
IMPACT,1
INNOVATION,1
TECHNOLOGY,1
SCIENTISTS,1
FRAMEWORK,1
PAYBACK,1
REGIONS,1
longacting cabotegravir injection,3
preexposure prophylaxis,2
HIV1,1
Africa,1
CHALLENGES,1
ADOPTION,1
KENYA,1
,1
ADMINISTRATIVELAW,1
FREEDOM,1
SPEECH,1
LABOR,1
,1
COPYRIGHT,1
LAW,1
INNOVATION,1
ECONOMICS,1
PATENT,1
PROTECTION,1
CONTRACT,1
STANDARD,1
HISTORY,1
FUTURE,1
Market manipulation,2
Endofday dislocation,2
Patents,1
Innovation,1
Intellectual property rights,3
Shareholder protection,2
RESEARCHANDDEVELOPMENT,1
STOCKPRICE MANIPULATION,2
INSTITUTIONAL INVESTORS,2
CORPORATE SCANDALS,2
PROPERTYRIGHTS,1
LAW,1
DETERMINANTS,1
INCENTIVES,1
EARNINGS,1
EQUITY,1
,1
CAPITAL STRUCTURE,2
AGENCY COSTS,2
CASH FLOW,2
INNOVATION,1
PATENTS,1
FIRM,1
BEHAVIOR,1
GROWTH,1
MARKET,1
ENTRY,1
international trade,2
intellectual property rights,3
TECHNOLOGYTRANSFER,1
PATENT PROTECTION,2
RIGHTS,1
INNOVATION,1
ENTRY,1
INVESTMENT,1
TRADE,1
LAWS,1
cardiovascular medicine,2
neurology,1
stroke,1
medical management,2
,1
conjoint analysis,2
market research,2
choice models,2
scale,1
MINIMUM DIFFERENTIATION,2
PRICECOMPETITION,1
PRODUCT,1
EXISTENCE,1
PRINCIPLE,1
digital innovation,2
clinical decisionmaking,2
chronic patients,2
,1
,1
INDUCED INNOVATION,2
ECONOMICS,1
GROWTH,1
European Union,2
Integration,1
Intellectual property,2
Parallel trade,2
Pharmaceuticals,1
Regulation,1
PRICE,1
LAW,1
Antioxidant,1
apoptosis,1
cell cycle,2
cytochrome P450,2
glutation,1
hormetic dose response,3
leukemia,1
lipoperoxidation,1
lymphoma,1
minimal residual disease,3
mitochondrial superoxide,2
multidrug resistance,2
multiple myeloma,2
nuclear factor kB,3
proliferation,1
reactive oxygen species,3
resveratrol,1
sirtuin,1
stem cell,2
tyrosine kinase,2
CHRONIC MYELOGENOUS LEUKEMIA,3
CHRONIC LYMPHOCYTICLEUKEMIA,2
MULTIPLE MOLECULAR TARGETS,3
CANCERCELL LINES,2
TRANSRESVERATROL,1
INDUCED APOPTOSIS,2
HEMATOLOGIC MALIGNANCIES,2
DIETARY RESVERATROL,2
HISTONE DEACETYLASE,2
SIGNALING PATHWAYS,2
Digital economy,2
Financing constraints,2
Corporate innovation,2
Transmission mechanism,2
CASH FLOW,2
INFORMATION,1
GROWTH,1
antithrombosis,1
Chinese medicine,2
extrinsic and endogenous coagulation system,5
medicinal food,2
pharmacology,1
ARTERIAL THROMBOSIS,2
MODEL,1
ANTIPLATELET,1
SAPONINS,1
latrogenic injury,2
Innovation,1
Resident education,2
Spinal cord injury,3
PEDICLE SCREW FIXATION,3
COMPLICATIONS,1
foreign direct investment FDI,4
innovation,1
panel data analysis,3
panel OLS,2
Azerbaijan,1
Turkey,1
Georgia,1
INNOVATION SYSTEMS,2
KNOWLEDGE,1
FDI,1
TESTS,1
Institutional investor networks Innovation Mutual funds China,7
PROPERTYRIGHTS PROTECTION,2
CORPORATE GOVERNANCE,2
BOARD INTERLOCKS,2
OWNERSHIP,1
CEO,1
PERFORMANCE,1
GUANXI,1
CERTIFICATION,1
CONNECTIONS,1
EXPERIENCE,1
migrations,1
communities on the move,4
international innovation networks,3
social capital,2
KNOWLEDGE FLOWS,2
CULTURALDIVERSITY,1
PATENT CITATIONS,2
GRAVITY MODEL,2
IMMIGRATION,1
PROXIMITY,1
TRADE,1
DETERMINANTS,1
SPILLOVERS,1
MOBILITY,1
Technology transfer,2
university RD,2
technological innovation,2
patents,1
innovation management,2
regional RD,2
TRANSFER OFFICES,2
INTELLECTUAL PROPERTY,2
RELATIVE PERFORMANCE,2
INDUSTRY LINKAGES,2
PATENT CITATIONS,2
UNITEDSTATES,1
IVORY TOWER,2
EBUSINESS,1
ADOPTION,1
KNOWLEDGE,1
,1
,1
Technology transfer,2
University license,2
Exclusivity,1
University prestige,2
BAYHDOLE ACT,2
COMMERCIALIZATION,1
GOVERNANCE,1
INVENTIONS,1
INNOVATION,1
MARKET,1
CHINA,1
APPROPRIABILITY,1
INSTITUTIONS,1
PATENTS,1
Standards,1
Companies,1
Standards organizations,2
Patents,1
Licenses,1
Moon,1
ISO Standards,2
Technology standards,2
standardization,1
technology management,2
concept map,2
competitive strategy,2
INTELLECTUAL PROPERTYRIGHTS,2
DEFACTO STANDARDIZATION,2
INTERNATIONAL STANDARDS,2
STRATEGIC STANDARDIZATION,2
SYSTEMATIC REVIEWS,2
ESSENTIAL PATENTS,2
DOMINANT DESIGN,2
INNOVATION,1
MARKET,1
TRADE,1
Sustainability,1
Social utility,2
GMO,1
Ethical impacts,2
CRISPR,1
Norwegian Gene Technology Act,4
FOOD,1
FRAMEWORK,1
POLICY,1
CRISPRCAS9,1
SCIENCE,1
FUTURE,1
CROPS,1
German Employees Inventions Act,4
BayhDole Act,2
Professors privilege,2
Innovation,1
Entrepreneurship,1
Technology transfer,2
BAYHDOLE ACT,2
PRINCIPAL INVESTIGATORS,2
TRANSFER OFFICES,2
ECONOMICGROWTH,1
PERFORMANCE,1
COMMERCIALIZATION,1
US,1
EDUCATION,1
LEVEL,1
INCENTIVES,1
technology commercialization,2
motivation and incentives,3
academiaindustry interface,2
academic entrepreneurship,2
economics of science,3
research,1
innovation,1
BAYHDOLE ACT,2
EMPLOYEE MOTIVES,2
PUBLIC RESEARCH,2
SCIENCE,1
INCENTIVES,1
MOTIVATION,1
INDUSTRIAL,1
INNOVATION,1
KNOWLEDGE,1
QUALITY,1
,1
ACCOUNTABILITY,1
CRISIS,1
,1
HATCHWAXMAN ACT,2
EXCLUSIONARY CONDUCT,2
COMPETITION,1
DEFINITION,1
ANTITRUST,1
CONSUMERS,1
ENTRY,1
DRUGS,1
,1
,1
,1
RATIONAL DECISIONMAKING,2
SOCIAL NORMS,2
BIOMEDICALRESEARCH,1
CONFIRMATION BIAS,2
LAW,1
ECONOMICS,1
PATENTS,1
TECHNOLOGY,1
BUSINESS,1
CULTURE,1
,1
PATENTS,1
LAW,1
innovative development,2
food security,2
intellectual property,2
patent law,2
agriculture,1
developing countries,2
,1
,1
LAW,1
,1
,1
,1
MARKET EXCLUSIVITY,2
LIFE,1
,1
GENETICRESOURCES,1
Private sector healthcare,3
Case management,2
Health economics,2
Malaria control,2
Informal health workers,3
Private sector engagement,3
Targeted subsidy,2
Artemisininbased combination therapy,3
Private sector copayment mechanism,4
MALARIA,1
PREQUALIFICATION,1
GHANA,1
bleeding,1
chronic coronary syndromes,3
percutaneous coronary intervention,3
QuikClot,1
radial access,2
COAGULATION TIME,2
CLINICALTRIALS,1
THROMBOSIS TEST,2
ANTICOAGULATION,1
THROMBOLYSIS,1
ANGIOPLASTY,1
CONSENSUS,1
THERAPY,1
IMPACT,1
ARTERY,1
Acces to medicines,3
Hepatitis C virus,3
HIV,1
Antiretrovirals,1
Directacting antivirals,2
HIV RESPONSE,2
Sciencetechnology linkages,2
Deep learning,2
Network analysis,2
Node2Vec,1
BERT,1
COMBINATORIAL OPTIMIZATION,2
INTENSIVE APPLICATIONS,2
PATENT CITATIONS,2
KNOWLEDGE,1
NETWORKS,1
REPRESENTATION,1
INNOVATION,1
CONVERGENCE,1
ALGORITHMS,1
EXTRACTION,1
Simulation experiment,2
Historical development,2
Dye industry,2
Industrial development,2
University education,2
Patent law,2
COEVOLUTION,1
PATH,1
,1
STANDARDESSENTIAL PATENTS,2
GOOD FAITH,2
CONTRACT,1
LAW,1
INFRINGEMENT,1
HOLDUP,1
POLICY,1
Innovation,1
Internal governance,2
SME and GME listed firms in China,7
PAY,1
FINANCE,1
LAW,1
poor relief in early modern England,6
briefs and letters patent,4
British charitable traditions,3
licensing for solicitation,3
concepts of Christian charity,4
POORLAW,1
SDGs,1
United Nations,2
Sustainability,1
Efficiency of SDG policies,4
Energy Policy Act,3
America Invents Act,3
RENEWABLE ENERGYCONSUMPTION,2
IMPACT,1
Breadth of diffusion,3
Innovation diffusion,2
Patent citations,2
Longitudinal analysis,2
RESEARCHANDDEVELOPMENT,1
BIOTECHNOLOGY FIRMS,2
ORGANIZATIONAL INNOVATION,2
ALLIANCE FORMATION,2
KNOWLEDGEBASE,1
PATENTLAW,1
INDUSTRY,1
INVENTIONS,1
PERFORMANCE,1
DEPTH,1
,1
INDUSTRY,1
DRUGS,1
Proprietary costs,2
Trade secrets,2
Disclosure,1
Information asymmetry,2
Innovation,1
Patents,1
RESEARCHANDDEVELOPMENT,1
VOLUNTARY DISCLOSURE,2
DISCRETIONARY DISCLOSURE,2
INSTRUMENTAL VARIABLES,2
INTELLECTUAL PROPERTY,2
